"lang"
{
    "Language"      "Russian"
        "DOTA_Tooltip_ability_item_splitshot_agi_movement_speed_percent_bonus_buff"       "%СКОРОСТЬ ПЕРЕДВИЖЕНИЯ FAST ATTACK:"
        "DOTA_Tooltip_ability_item_splitshot_agi_fast_attack_duration"                    "ДЛИТЕЛЬНОСТЬ FAST ATTACK:"

        "DOTA_Tooltip_ability_item_splitshot_int"                                         "Staff of Splitted Sunray"
        "DOTA_Tooltip_ability_item_splitshot_int_Description"                             "Пассивная: Разделение атаки - Наносит процент от урона всем врагам в радиусе %range% единиц вокруг цели атаки. Не работает на героях ближнего боя.\nПассивная: Магическое Искусство - Каждая атака имеет шанс уменьшеть перезарядку всех способностей на %cooldown_reduction% секунд."
        "DOTA_Tooltip_ability_item_splitshot_int_Note0"                                   "Иллюзии будут создавать эффекты атаки, но не будут наносить урон."
        "DOTA_Tooltip_ability_item_splitshot_int_damage_percent"                          "%УРОН СОСЕДНИМ ЦЕЛЯМ:"
        "DOTA_Tooltip_ability_item_splitshot_int_bonus_agility"                           "+$agi"
        "DOTA_Tooltip_ability_item_splitshot_int_bonus_strength"                          "+$str"
        "DOTA_Tooltip_ability_item_splitshot_int_bonus_intelligence"                      "+$int"
        "DOTA_Tooltip_ability_item_splitshot_int_bonus_attack_speed"                      "+$attack"
        "DOTA_Tooltip_ability_item_splitshot_int_bonus_damage"                            "+$damage"
        "DOTA_Tooltip_ability_item_splitshot_int_bonus_health_regen"                      "+$hp_regen"
        "DOTA_Tooltip_ability_item_splitshot_int_bonus_mana_regen_percentage"             "%+$mana_regen"
        "DOTA_Tooltip_ability_item_splitshot_int_proc_chance"                              "%ШАНС УМЕНЬШЕНИЯ:"
        "DOTA_Tooltip_ability_item_splitshot_int_cooldown_reduction"                       "УМЕНЬШЕНИЕ ПЕРЕЗАРЯДКИ"

        "DOTA_Tooltip_ability_item_splitshot_ultimate"                                    "Идеальный Зачарованный Тактический Волшебный Лук Встроенных Клинков"
        "DOTA_Tooltip_ability_item_splitshot_ultimate_Description"                        "Пассивная: Разделение атаки - Наносит процент от урона всем врагам в радиусе %range% единиц вокруг цели атаки.\nПассивная: Global Attack - Ваши атаки с шансом %global_attack_chance%%% наносят процент от урона случайному противнику на карте.\nПассивная: Greater Maim - Каждая атака получает %maim_chance%% шанс нанести травму, уменьшающую скорость передвижения на %maim_slow_movement%% и скорость атаки на %slow_attack% а %maim_duration% сек. Эффект может складываться до %maim_max_stacks% стаков.\nПассивная: Fast Attack - каждая атака повышает скорость передвижения на %movement_speed_percent_bonus_buff%% и скорость атаки на %bonus_attack_speed_buff% на %fast_attack_duration% секунд. Эффект может складываться до %fast_attack_max_stacks% стаков.\nПассивная: Магическое Искусство - Каждая атака имеет %proc_chance%% шанс уменьшеть перезарядку всех способностей на %cooldown_reduction% секунд.\n\nБонусы к скорости передвижения от нескольких предметов на основе Yasha не складываются."
        "DOTA_Tooltip_ability_item_splitshot_ultimate_Note0"                              "Иллюзии будут создавать эффекты атаки, но не будут наносить урон."
        "DOTA_Tooltip_ability_item_splitshot_ultimate_bonus_agility"                      "+$agi"
        "DOTA_Tooltip_ability_item_splitshot_ultimate_bonus_strength"                     "+$str"
        "DOTA_Tooltip_ability_item_splitshot_ultimate_bonus_intelligence"                 "+$int"
        "DOTA_Tooltip_ability_item_splitshot_ultimate_bonus_attack_speed"                 "+$attack"
        "DOTA_Tooltip_ability_item_splitshot_ultimate_movement_speed_percent_bonus"       "%+$move_speed"
        "DOTA_Tooltip_ability_item_splitshot_ultimate_bonus_damage"                       "+$damage"
        "DOTA_Tooltip_ability_item_splitshot_ultimate_bonus_health_regen"                 "+$hp_regen"
        "DOTA_Tooltip_ability_item_splitshot_ultimate_bonus_mana_regen_percentage"        "%+$mana_regen"
        "DOTA_Tooltip_ability_item_splitshot_ultimate_damage_percent"                     "%УРОН СОСЕДНИМ ЦЕЛЯМ:"

        "DOTA_Tooltip_ability_item_desolating_skadi"                                      "Desolating Skadi"
        "DOTA_Tooltip_ability_item_desolating_skadi_Description"                          "Пассивная: Corrupted Cold Attack - каждая атака замедляет скорость передвижения, атаки и уменьшает броню цели\n\nDesolating Skadi — уникальный модификатор атаки, он не будет сочетаться с другими уникальными модификаторами атаки."
        "DOTA_Tooltip_ability_item_desolating_skadi_bonus_damage"                         "+$damage"
        "DOTA_Tooltip_ability_item_desolating_skadi_bonus_all_stats"                      "+$all"
        "DOTA_Tooltip_ability_item_desolating_skadi_bonus_health"                         "+$health"
        "DOTA_Tooltip_ability_item_desolating_skadi_bonus_mana"                           "+$mana"
